808,dragon,ABNORMALITY
809,em,"ANIMALS AND INSECTS"
810,enjoyable,PLEASANTNESS
811,gal,HUMANKIND
812,gorgeous,BEAUTY
813,grandparent,ANCESTRY
814,hangover,"SUBSEQUENCE <later time>"
815,heal,"THERAPY AND MEDICAL TREATMENT"
816,herpe,DISEASE
817,homeless,POVERTY
818,interaction,COMMUNICATION
819,kindle,HEATING
820,drastically,"VIOLENCE <vehement action>"
821,excuse,FORGIVENESS
822,flick,"AGITATION <IRREGULAR MOTION>"
823,footage,"MOTION PICTURES"
824,fulfill,"ACCOMPLISHMENT <ACT OF ACCOMPLISHING OR ENTIRE PERFORMANCE>"
825,gig,"SHOW BUSINESS AND THEATER"
826,hardcore,OBSTINACY
827,harrier,UNPLEASURE
828,hike,"ELEVATION <ACT OF RAISING>"
829,hire,COMMISSION
830,host,"HOSPITALITY AND WELCOME"
831,icon,"SIGNS AND INDICATORS"
832,insomnia,WAKEFULNESS
833,itch,"AGITATION <IRREGULAR MOTION>"
834,laugh,"WIT AND HUMOR"
835,lifestyle,"CUSTOM AND HABIT"
836,list,LIST
837,addict,"CUSTOM AND HABIT"
838,alcoholic,"SUBSTANCE ABUSE"
839,banana,"WIT AND HUMOR"
840,bizarre,ABNORMALITY
841,booze,"INTOXICATION AND ALCOHOLIC DRINK"
842,brownie,FOOD
843,bugging,HEARING
844,console,CONDOLENCE
845,demo,ASSEMBLAGE
846,dock,"WATER TRAVEL"
847,stance,BELIEF
848,subway,"VEHICLE <MEANS OF CONVEYANCE>"
849,supportive,"EVIDENCE AND PROOF"
850,tactic,CUNNING
851,tune,MUSIC
852,wardrobe,CLOTHING
853,long,DURATION
854,magma,ROCK
855,mediocre,MEDIOCRITY
856,generate,PRODUCTION
857,pointer,INFORMATION
858,power,INFLUENCE
859,retard,RESTRAINT
860,rig,PREARRANGEMENT
861,runner,SWIFTNESS
862,loser,LOSS
863,mini,LITTLENESS
864,motivate,"MOTIVATION AND INDUCEMENT"
865,motorcycle,"VEHICLE <MEANS OF CONVEYANCE>"
866,obese,"SIZE AND LARGENESS"
867,pedal,"LEVERAGE AND PURCHASE <MECHANICAL ADVANTAGE APPLIED TO MOVING OR RAISING>"
868,poke,"IMPULSE AND IMPACT <DRIVING AND STRIKING FORCE>"
869,professional,OCCUPATION
870,pub,"INTOXICATION AND ALCOHOLIC DRINK"
871,rebate,DISCOUNT
872,relax,"REST AND REPOSE"
873,research,INQUIRY
874,satan,"EVIL SPIRITS"
875,agnostic,NONRELIGIOUSNESS
876,bang,LOUDNESS
877,beforehand,EARLINESS
878,brake,SLOWNESS
879,catchy,"IRREGULARITY OF RECURRENCE"
880,charger,COMBATANT
881,compatible,"ACCORD <HARMONIOUS RELATIONSHIP>"
882,cycle,CIRCUITOUSNESS
883,donation,GIVING
884,erection,"ELEVATION <ACT OF RAISING>"
885,facial,BEAUTY
886,feminist,FEMININITY
887,flex,ELASTICITY
888,fool,FOOL
889,visa,PERMISSION
890,fridge,"REFRIGERATION <REDUCTION OFTEMPERATURE>"
891,ginger,ENERGY
892,grind,"POWDERINESS AND CRUMBLINESS"
893,hack,UNSKILLFULNESS
894,hanger,PENDENCY
895,hash,MIXTURE
896,headset,SOUND
897,highlight,ATTENTION
898,hive,"ABODE AND HABITAT <PLACE OF HABITATION OR RESORT>"
899,lag,"FOLLOWING <GOING BEHIND>"
900,lastly,END
901,libido,SEX
902,shady,"SHADE <A THING THAT SHADES>"
903,shine,LIGHT
904,snack,EATING
905,strategy,PLAN
906,teenager,YOUNGSTER
907,torrent,"STREAM <RUNNING WATER>"
908,venue,LOCATION
909,wish,DESIRE
910,worthless,UNIMPORTANCE
911,ship,"SHIP AND BOAT"
912,shock,"IMPULSE AND IMPACT <DRIVING AND STRIKING FORCE>"
913,shoot,"PAIN <PHYSICAL SUFFERING>"
914,sour,"TASTE <SENSE OFTASTE>"
915,specific,PARTICULARITY
916,subscribe,GIVING
917,sword,ARMS
918,tolerance,PATIENCE
919,tunnel,"ROUTE AND PATH"
920,protect,PROTECTION
921,virtual,POSSIBILITY
922,whim,CAPRICE
923,abusive,"UNKINDNESS AND MALEVOLENCE"
924,admittedly,CERTAINTY
925,amongst,"INTERPOSITION <A PUTTING OR LYING BETWEEN>"
926,litter,USELESSNESS
927,automated,AUTOMATION
928,backyard,REGION
929,barrack,"ABODE AND HABITAT <place of habitation or resort>"
930,bedrock,IMPORTANCE
931,beginner,BEGINNING
932,Braille,BLINDNESS
933,brew,COOKING
934,challenge,OPPOSITION
935,clan,ASSOCIATION
936,coke,HEATING
937,cube,MATHEMATICS
938,distract,"DISTRACTION AND CONFUSION"
939,mailbox,CORRESPONDENCE
940,manly,MASCULINITY
941,microphone,SOUND
942,mind,"MENTAL ATTITUDE"
943,mint,MONEY
944,mixer,MIXTURE
945,moderator,MEDIATION
946,nausea,DISLIKE
947,nightmare,"FEAR AND FEARFULNESS"
948,nominate,CHOICE
949,outright,COMPLETENESS
950,port,ARRIVAL
951,rank,CLASSIFICATION
952,rat,DECEIVER
953,recession,"RECESSION <MOTION FROM>"
954,salsa,FOOD
955,savvy,SKILL
956,drown,PLUNGE
957,edibles,FOOD
958,encounter,DISCOVERY
959,essential,IMPORTANCE
960,etiquette,"CUSTOM AND HABIT"
961,expose,DISCOVERY
962,flop,FAILURE
963,fund,MONEY
964,gallon,MEASUREMENT
965,grandpa,MASCULINITY
966,handicap,HINDRANCE
967,hop,LEAP
968,worm,"ANIMALS AND INSECTS"
969,identify,"SIGNS AND INDICATORS"
970,insanity,"INSANITY AND MANIA"
971,interact,SOCIABILITY
972,interface,JOINING
973,last,END
974,legally,LEGALITY
975,enlighten,IMPROVEMENT
976,exam,INQUIRY
977,fry,HEATING
978,functionality,USE
979,greet,"HOSPITALITY AND WELCOME"
980,grid,TELEVISION
981,horny,SEX
982,insightful,KNOWLEDGE
983,irritate,"PAIN <PHYSICAL SUFFERING>"
984,jerk,PULLING
985,accumulate,"STORE AND SUPPLY"
986,albeit,COMPENSATION
987,arcade,AMUSEMENT
988,bananas,"INSANITY AND MANIA"
989,binary,DOUBLENESS
990,bra,CLOTHING
991,catch,ACQUISITION
992,cheer,CHEERFULNESS
993,cheesy,UNIMPORTANCE
994,copy,IMITATION
995,daddy,ANCESTRY
996,deserving,APPROVAL
997,distraction,"DISTRACTION AND CONFUSION"
998,shiny,LIGHT
999,slut,UNCHASTITY
1000,spicy,PUNGENCY
